cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents,direction_contraction_1_n,direction_contraction_1_events,direction_contraction_1_nonevents,direction_contraction_2_plus_n,direction_contraction_2_plus_events,direction_contraction_2_plus_nonevents
elsa,incident_hypertension,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,18,18,PASS,3029.0,176.0,2853.0,,any_withdrawal,risk_ratio,1.1333289699266158,0.0855825924403044,0.95831427075308,1.340306195237567,0.1436210384552493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,18,18,PASS,,,,,two_domain_any,risk_ratio,1.2836558636753963,0.094602296979059,1.0664070015615468,1.5451627511216484,0.0083004119321268,1792.0,128.0,1664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.2912603410080394,0.1643107444134124,0.9357336627140824,1.7818673568118344,0.1197786866538969,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,PASS,,,,,activity_loss,risk_ratio,1.2330749124902751,0.1079057633941544,0.9980215283976256,1.5234879173940248,0.0521842535083321,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15226,4927,813,14413,20,20,PASS,,,,,work_loss,risk_ratio,1.037820184984374,0.1373298610136413,0.7929151640880009,1.3583681901201003,0.7869167155777144,,,,473.0,36.0,437.0,1373.0,95.0,1278.0,1366.0,64.0,1302.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,21,21,PASS,5146.0,144.0,5002.0,,any_withdrawal,risk_ratio,0.8241862575560034,0.1699485621810305,0.5906971703630088,1.149968242994498,0.2552254851709363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,21,21,PASS,,,,,two_domain_any,risk_ratio,1.0120249696136454,0.1742349949192881,0.7192537442485355,1.4239683106433625,0.945304713760466,3342.0,105.0,3237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.2414740884135798,0.2756731798548159,0.7232429741390576,2.131037517560443,0.4326747744769939,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,PASS,,,,,activity_loss,risk_ratio,0.8434252532745088,0.2040711581721098,0.5653806170244485,1.2582075445122802,0.4040362351992532,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,23,23,PASS,,,,,work_loss,risk_ratio,0.8065561129234724,0.2107726906109209,0.533610722197882,1.2191148645116248,0.3077427187083699,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,4800.0,132.0,4668.0,346.0,12.0,334.0,,,,,,,,,,,,
elsa,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,24,24,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.0,51.0,2153.0,355.0,10.0,345.0,,,,,,
elsa,incident_cancer,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,18,18,PASS,5146.0,144.0,5002.0,,any_withdrawal,risk_ratio,1.084628975010334,0.0965072679205435,0.8977058735305672,1.3104737844760352,0.3999106331103489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,18,18,PASS,,,,,two_domain_any,risk_ratio,1.137672281135267,0.1071155115359365,0.9222322136830056,1.4034406953695993,0.2285273752267494,3342.0,105.0,3237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.220242362117322,0.1870817385497631,0.845671770125547,1.7607202639442583,0.2873419531908242,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,PASS,,,,,activity_loss,risk_ratio,1.097619497780295,0.1196658130971815,0.8681446402192073,1.3877509646356418,0.4363535645350538,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,24554,7661,670,23884,20,20,PASS,,,,,work_loss,risk_ratio,1.0326345526859304,0.1613777189229617,0.7526302841498543,1.416810008655666,0.8422666773398015,,,,896.0,30.0,866.0,2593.0,80.0,2513.0,2011.0,47.0,1964.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,21,21,PASS,3238.0,189.0,3049.0,,any_withdrawal,risk_ratio,1.1341252340270698,0.1368860179683516,0.8672482332272404,1.4831278948479902,0.3578534266630752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,21,21,PASS,,,,,two_domain_any,risk_ratio,1.1915521787116912,0.1617939437308261,0.867748377886268,1.6361846714724302,0.2787152460434943,1905.0,124.0,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.3594196352289758,0.2357381140202005,0.8564320118629261,2.1578148867021354,0.1927325100433016,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,PASS,,,,,activity_loss,risk_ratio,1.1067654030697247,0.1884259037141066,0.7650100751494768,1.6011941505381464,0.5903258236838733,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,23,23,PASS,,,,,work_loss,risk_ratio,0.963075093233654,0.1642888052113119,0.697938678615341,1.3289328470047397,0.8188606115201732,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,3028.0,179.0,2849.0,210.0,10.0,200.0,,,,,,,,,,,,
elsa,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,24,24,NOT_EVALUABLE_DIRECTION_MIXED_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0,80.0,1317.0,217.0,11.0,206.0,,,,,,
elsa,incident_arthritis,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,18,18,PASS,3238.0,189.0,3049.0,,any_withdrawal,risk_ratio,1.1267103833838368,0.0833909735794385,0.9568189571019702,1.3267674920132897,0.1525342444343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,18,18,PASS,,,,,two_domain_any,risk_ratio,1.1900528590662054,0.096397491322827,0.9851731310691554,1.4375400249037409,0.0710742702269427,1905.0,124.0,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.197951348625696,0.1647107633950728,0.8674353662088938,1.6544027250654307,0.2728400114928613,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,PASS,,,,,activity_loss,risk_ratio,1.172476247948138,0.1079855106974511,0.9488260946730386,1.4488435338366823,0.1406129864215545,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,16581,5405,874,15707,20,20,PASS,,,,,work_loss,risk_ratio,0.9379384558163004,0.1308465077143704,0.7257676280935582,1.2121352797312432,0.6243710317244395,,,,510.0,36.0,474.0,1468.0,94.0,1374.0,1475.0,69.0,1406.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,21,21,PASS,13210.0,542.0,12668.0,,any_withdrawal,risk_ratio,1.077888147566245,0.0870762540189292,0.9087705709132924,1.278477644248721,0.3890416600665594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,21,21,PASS,,,,,two_domain_any,risk_ratio,1.1243548149861784,0.0886969050138527,0.9449404531497064,1.3378343003189437,0.1863481769766073,9577.0,419.0,9158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.1348246238067905,0.1087050999954811,0.9170622190232456,1.4042961318043123,0.2446276728984948,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,23,23,PASS,,,,,activity_loss,risk_ratio,1.1165850593557891,0.109625083424479,0.9006971161457422,1.3842191480657884,0.3144500638351193,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,23,23,PASS,,,,,work_loss,risk_ratio,1.1886107629843192,0.1045430645395121,0.9683947819596992,1.4589045420331066,0.0983785420326445,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,22,22,PASS,,,,,loss_1,risk_ratio,1.1161138035560871,0.0881870219334025,0.938952343347297,1.3267020752592935,0.2128817999396747,,,,,,,,,,,,,11977.0,475.0,11502.0,1233.0,67.0,1166.0,,,,,,,,,,,,
hrs,incident_diabetes,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,22,22,PASS,,,,,loss_2plus,risk_ratio,1.5042260561467893,0.1878547969627088,1.0409043276684198,2.1737790571581765,0.0297522657130399,,,,,,,,,,,,,11977.0,475.0,11502.0,1233.0,67.0,1166.0,,,,,,,,,,,,
hrs,incident_diabetes,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,24,24,PASS,,,,,direction_expansion,risk_ratio,1.612892602496695,0.2411904886415947,1.005318637317748,2.587659723616899,0.0474840362472057,,,,,,,,,,,,,,,,,,,5413.0,183.0,5230.0,1518.0,84.0,1434.0,10531.0,400.0,10131.0,1161.0,58.0,1103.0
hrs,incident_diabetes,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,24,24,PASS,,,,,direction_mixed,risk_ratio,1.4094921460618122,0.1123572614133332,1.1308994319997494,1.7567151009148028,0.0022520732725709,,,,,,,,,,,,,,,,,,,5413.0,183.0,5230.0,1518.0,84.0,1434.0,10531.0,400.0,10131.0,1161.0,58.0,1103.0
hrs,incident_diabetes,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,24,24,PASS,,,,,direction_contraction_1,risk_ratio,0.609920628819917,0.2271942092602515,0.3907376505668208,0.9520535656608444,0.0295382006450614,,,,,,,,,,,,,,,,,,,5413.0,183.0,5230.0,1518.0,84.0,1434.0,10531.0,400.0,10131.0,1161.0,58.0,1103.0
hrs,incident_diabetes,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,0.4362761589933623,0.4861433105807182,0.1682501827935219,1.1312729873202254,0.0879623774789973,,,,,,,,,,,,,,,,,,,5413.0,183.0,5230.0,1518.0,84.0,1434.0,10531.0,400.0,10131.0,1161.0,58.0,1103.0
hrs,incident_diabetes,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,18,18,PASS,13210.0,542.0,12668.0,,any_withdrawal,risk_ratio,1.2358394706333178,0.0529565492344892,1.1140004475184062,1.371004114565227,6.372631746717067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,18,18,PASS,,,,,two_domain_any,risk_ratio,1.3112345597321755,0.0569737380164284,1.1726927860048155,1.466143640649097,1.9743202573668123e-06,9577.0,419.0,9158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.2617044251408118,0.084674787836599,1.0687652291576788,1.4894740332023355,0.0060442920292831,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,20,20,PASS,,,,,activity_loss,risk_ratio,1.2654539688791324,0.0650749968920231,1.113921058934425,1.4376007478338,0.0002970719473536,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,48067,14955,1689,46378,20,20,PASS,,,,,work_loss,risk_ratio,1.159712436070416,0.0829581530341914,0.985680594307512,1.3644713532391888,0.0740820586908899,,,,3498.0,153.0,3345.0,6608.0,285.0,6323.0,4399.0,173.0,4226.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,21,21,PASS,16514.0,385.0,16129.0,,any_withdrawal,risk_ratio,1.0071994792174752,0.1094280417542395,0.8127746963929016,1.2481328410420394,0.9477311606861856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,21,21,PASS,,,,,two_domain_any,risk_ratio,0.9937310941282412,0.1107241207253415,0.7998717098887653,1.2345748389759137,0.9547080542256108,12136.0,320.0,11816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.2278093538166557,0.1281994097350791,0.9550088633186912,1.57853593534305,0.1094040232278369,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,23,23,PASS,,,,,activity_loss,risk_ratio,1.016865667250096,0.1278960278121455,0.7914040858734422,1.3065585630516163,0.8959568999144693,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,23,23,PASS,,,,,work_loss,risk_ratio,1.20346722254166,0.1329202679223727,0.9274538944851932,1.5616230244373186,0.1635087762713606,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,22,22,PASS,,,,,loss_1,risk_ratio,1.046314038797489,0.1095489535373504,0.8441387057375314,1.2969113492174258,0.6794071161635161,,,,,,,,,,,,,14917.0,338.0,14579.0,1597.0,47.0,1550.0,,,,,,,,,,,,
hrs,incident_stroke,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,22,22,PASS,,,,,loss_2plus,risk_ratio,1.3647398227066918,0.2241452974928879,0.8795429283943048,2.117593949713976,0.1653407393115397,,,,,,,,,,,,,14917.0,338.0,14579.0,1597.0,47.0,1550.0,,,,,,,,,,,,
hrs,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,24,24,PASS,,,,,direction_expansion,risk_ratio,1.6896567420807,0.3608723854533217,0.8329584805012835,3.427469643313591,0.1460869902913578,,,,,,,,,,,,,,,,,,,6616.0,123.0,6493.0,2043.0,39.0,2004.0,12979.0,300.0,12679.0,1492.0,46.0,1446.0
hrs,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,24,24,PASS,,,,,direction_mixed,risk_ratio,0.9614282370875752,0.1657516706783948,0.6947503837101208,1.3304695855410975,0.8124124475355132,,,,,,,,,,,,,,,,,,,6616.0,123.0,6493.0,2043.0,39.0,2004.0,12979.0,300.0,12679.0,1492.0,46.0,1446.0
hrs,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,24,24,PASS,,,,,direction_contraction_1,risk_ratio,0.7029080048182812,0.3512589591485574,0.3531069950788607,1.3992349914429538,0.3155635403422422,,,,,,,,,,,,,,,,,,,6616.0,123.0,6493.0,2043.0,39.0,2004.0,12979.0,300.0,12679.0,1492.0,46.0,1446.0
hrs,incident_stroke,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,0.6022388424394851,0.7112373227426769,0.149404079441869,2.4275884881976677,0.47585536841632,,,,,,,,,,,,,,,,,,,6616.0,123.0,6493.0,2043.0,39.0,2004.0,12979.0,300.0,12679.0,1492.0,46.0,1446.0
hrs,incident_stroke,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,18,18,PASS,16514.0,385.0,16129.0,,any_withdrawal,risk_ratio,1.2414650772908695,0.063577017289106,1.0960179125850515,1.4062138222701943,0.000668823830542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,18,18,PASS,,,,,two_domain_any,risk_ratio,1.2650049325865425,0.0669876403246069,1.1093593194530622,1.442487976084461,0.0004493812601331,12136.0,320.0,11816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,20,20,PASS,,,,,alcohol_loss,risk_ratio,1.3004839428232358,0.0982059673642636,1.0727831001200268,1.5765148475510522,0.0074648721625133,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,20,20,PASS,,,,,activity_loss,risk_ratio,1.253014709530504,0.0744698025214756,1.082847650375824,1.4499231371605203,0.0024554596548588,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,57907,17573,1108,56799,20,20,PASS,,,,,work_loss,risk_ratio,1.2076903747273935,0.112717862076568,0.9683001226133904,1.5062644392450717,0.0940956402315194,,,,4406.0,116.0,4290.0,8416.0,230.0,8186.0,5371.0,92.0,5279.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,21,21,PASS,13240.0,727.0,12513.0,,any_withdrawal,risk_ratio,0.93869874758231,0.0746234688940984,0.8109734317413431,1.086540328233143,0.396587454954564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,21,21,PASS,,,,,two_domain_any,risk_ratio,0.9069021623401634,0.0791102610344805,0.7766434092999616,1.0590079336392106,0.2167386316167354,9588.0,552.0,9036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,23,23,PASS,,,,,alcohol_loss,risk_ratio,1.0521481970526831,0.0928386040560865,0.8771069500074337,1.2621218296717744,0.5839994612466287,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,23,23,PASS,,,,,activity_loss,risk_ratio,0.7708125101409691,0.0939136649050849,0.6412233047585613,0.9265912847842244,0.0055746882539436,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,23,23,PASS,,,,,work_loss,risk_ratio,1.0558491238229697,0.0872434626862136,0.889897719435347,1.2527477573322694,0.5333400914746989,,,,3515.0,217.0,3298.0,6600.0,364.0,6236.0,4469.0,231.0,4238.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,22,22,PASS,,,,,loss_1,risk_ratio,0.9479790838736556,0.0763934933363258,0.8161547184989761,1.1010955681475518,0.4843574473048623,,,,,,,,,,,,,11959.0,644.0,11315.0,1281.0,83.0,1198.0,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,22,22,PASS,,,,,loss_2plus,risk_ratio,1.0193793849176809,0.1638899085099375,0.7393200828165435,1.4055269896584186,0.9067687814722174,,,,,,,,,,,,,11959.0,644.0,11315.0,1281.0,83.0,1198.0,,,,,,,,,,,,
hrs,incident_heart_disease,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,24,24,PASS,,,,,direction_expansion,risk_ratio,1.089306627857339,0.2213253776148507,0.705923505583083,1.6809029875182029,0.6991293662856599,,,,,,,,,,,,,,,,,,,5486.0,233.0,5253.0,1665.0,76.0,1589.0,10382.0,572.0,9810.0,1193.0,79.0,1114.0
hrs,incident_heart_disease,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,24,24,PASS,,,,,direction_mixed,risk_ratio,0.9204293754165906,0.1165743312368501,0.7324234152239971,1.156694635261871,0.4769212919230559,,,,,,,,,,,,,,,,,,,5486.0,233.0,5253.0,1665.0,76.0,1589.0,10382.0,572.0,9810.0,1193.0,79.0,1114.0
hrs,incident_heart_disease,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,24,24,PASS,,,,,direction_contraction_1,risk_ratio,0.896101425061733,0.2102262060785445,0.593488484794398,1.353013216888026,0.6017909069015862,,,,,,,,,,,,,,,,,,,5486.0,233.0,5253.0,1665.0,76.0,1589.0,10382.0,572.0,9810.0,1193.0,79.0,1114.0
hrs,incident_heart_disease,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,47072,14864,2312,44760,24,24,PASS,,,,,direction_contraction_2_plus,risk_ratio,0.9043039004859696,0.4381949573534116,0.3831088461402038,2.134551453648413,0.8184376513634781,,,,,,,,,,,,,,,,,,,5486.0,233.0,5253.0,1665.0,76.0,1589.0,10382.0,572.0,9810.0,1193.0,79.0,1114.0
